sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.65;3;no_plac;cohort;0.02;200;Setting8;849,20;2,97;0,43;;;0,80
0.65;7;stop_post_back;concurrent;0.01;100;Setting4;467,46;3,90;0,39;0,04;0,11;0,62
0.9;5;stop_post_back;cohort;0.02;50;Setting15;218,63;3,33;0,07;;;0,20
0.9;3;no_plac;cohort;0.02;200;Setting8;814,89;2,97;0,79;;;0,99
0.9;5;no_plac;cohort;0.02;50;Setting15;237,46;3,29;0,27;;;0,63
0.9;3;all_plac;all;0.03;50;Setting15;171,90;2,61;0,07;;;0,16
0.9;7;all_plac;concurrent;0.01;100;Setting4;527,66;4,01;;0,14;0,37;
0.9;3;stop_post_mono;cohort;0.01;100;Setting4;297,90;2,30;0,57;0,10;0,21;0,59
0.9;5;stop_post_mono;cohort;0.02;50;Setting15;218,61;3,33;0,08;;;0,22
0.65;5;no_plac;cohort;0.02;50;Setting15;223,40;3,27;0,19;;;0,48
0.9;7;stop_post_back;cohort;0.03;50;Setting11;350,30;5,36;0,24;0,04;0,13;0,50
0.65;3;stop_post_back;all;0.03;50;Setting15;153,71;2,59;0,03;;;0,07
0.65;3;no_plac;cohort;0.01;100;Setting4;304,82;2,28;0,34;;;0,58
0.65;3;no_plac;all;0.03;50;Setting15;176,66;2,62;0,22;;;0,45
0.65;7;stop_post_mono;concurrent;0.01;100;Setting4;469,53;3,87;0,39;0,04;0,10;0,63
0.65;5;all_plac;all;0.01;100;Setting11;363,93;3,11;0,17;0,02;0,03;0,25
0.65;3;stop_post_mono;all;0.03;50;Setting15;153,11;2,59;0,03;;;0,08
0.9;3;stop_post_back;all;0.03;50;Setting15;172,48;2,62;0,08;;;0,18
0.9;3;no_plac;all;0.03;50;Setting15;185,26;2,63;0,32;;;0,60
0.9;3;no_plac;cohort;0.01;100;Setting4;324,65;2,29;0,57;;;0,83
0.9;7;no_plac;cohort;0.03;50;Setting11;350,66;4,96;0,63;0,14;0,34;0,90
0.65;3;all_plac;all;0.03;200;Setting8;705,34;3,00;0,07;;;0,16
0.9;7;stop_post_back;concurrent;0.01;100;Setting4;530,40;4,02;0,61;0,14;0,34;0,79
0.9;3;stop_post_mono;all;0.03;50;Setting15;171,78;2,61;0,08;;;0,19
0.65;7;all_plac;cohort;0.02;50;Setting15;239,36;4,02;0,02;;;0,06
0.65;7;stop_post_back;cohort;0.03;50;Setting11;331,63;5,45;0,11;0,02;0,07;0,25
0.65;5;all_plac;cohort;0.01;100;Setting4;354,86;3,10;;0,04;0,11;
0.65;7;no_plac;cohort;0.03;50;Setting11;362,66;5,25;0,42;0,12;0,30;0,75
0.9;7;stop_post_mono;concurrent;0.01;100;Setting4;528,58;4,00;0,64;0,14;0,30;0,82
0.9;5;all_plac;all;0.01;100;Setting11;409,52;3,18;0,51;0,04;0,08;0,63
0.65;5;stop_post_back;cohort;0.01;100;Setting4;359,42;3,11;0,36;0,04;0,10;0,50
0.65;7;stop_post_mono;cohort;0.03;50;Setting11;331,21;5,41;0,13;0,03;0,08;0,31
0.65;5;no_plac;all;0.01;100;Setting11;415,79;3,13;0,57;0,14;0,25;0,73
0.65;5;stop_post_mono;cohort;0.01;100;Setting4;360,74;3,09;0,35;0,04;0,10;0,51
0.9;7;all_plac;cohort;0.02;50;Setting15;270,65;4,18;0,04;;;0,17
0.9;7;stop_post_mono;cohort;0.03;50;Setting11;354,21;5,37;0,27;0,05;0,15;0,55
0.65;7;stop_post_back;cohort;0.02;50;Setting15;243,36;3,99;0,05;;;0,15
0.65;5;all_plac;all;0.03;50;Setting15;238,70;3,98;0,03;;;0,09
0.9;5;no_plac;all;0.01;100;Setting11;381,23;2,95;0,86;0,17;0,28;0,93
0.65;5;stop_post_back;all;0.01;100;Setting11;367,59;3,09;0,21;0,02;0,05;0,31
0.65;7;stop_post_mono;cohort;0.02;50;Setting15;247,09;4,03;0,05;;;0,18
0.65;5;all_plac;cohort;0.02;200;Setting8;1100,70;4,94;0,04;;;0,18
0.9;5;all_plac;all;0.03;50;Setting15;274,78;4,11;0,09;;;0,27
0.65;5;stop_post_mono;all;0.01;100;Setting11;372,59;3,11;0,23;0,03;0,06;0,33
0.65;7;no_plac;cohort;0.02;50;Setting15;276,72;4,05;0,19;;;0,54
0.65;5;no_plac;all;0.03;50;Setting15;271,78;3,99;0,23;;;0,59
0.65;5;stop_post_back;cohort;0.02;200;Setting8;1097,99;4,92;0,04;;;0,19
0.9;5;no_plac;all;0.03;50;Setting15;277,38;3,93;0,34;;;0,74
0.65;5;stop_post_back;all;0.03;50;Setting15;241,65;3,99;0,05;;;0,16
0.9;7;no_plac;cohort;0.02;50;Setting15;285,53;3,96;0,28;;;0,69
0.9;5;stop_post_back;all;0.01;100;Setting11;407,51;3,18;0,52;0,05;0,09;0,64
0.9;7;stop_post_back;cohort;0.02;50;Setting15;279,25;4,21;0,09;;;0,29
0.9;5;all_plac;cohort;0.01;100;Setting4;422,57;3,28;;0,10;0,29;
0.9;7;stop_post_mono;cohort;0.02;50;Setting15;282,72;4,23;0,10;;;0,33
0.65;3;all_plac;dynamic;0.01;100;Setting11;257,03;2,21;0,14;0,01;0,02;0,19
0.65;5;stop_post_mono;all;0.03;50;Setting15;243,53;4,00;0,05;;;0,18
0.9;5;stop_post_mono;all;0.01;100;Setting11;402,39;3,14;0,55;0,05;0,10;0,67
0.9;5;stop_post_mono;cohort;0.01;100;Setting4;425,56;3,26;0,57;0,10;0,25;0,73
0.65;3;all_plac;all;0.02;100;Setting4;318,06;2,73;;0,04;0,09;
0.65;3;all_plac;dynamic;0.03;50;Setting15;150,96;2,57;0,02;;;0,05
0.65;5;no_plac;cohort;0.01;100;Setting4;423,57;3,16;0,34;;;0,66
0.9;3;all_plac;dynamic;0.01;100;Setting11;289,24;2,27;0,43;0,03;0,05;0,51
0.9;5;stop_post_back;cohort;0.01;100;Setting4;421,75;3,26;0,57;0,10;0,28;0,71
0.9;5;stop_post_back;all;0.03;50;Setting15;273,44;4,08;0,11;;;0,32
0.65;3;stop_post_back;dynamic;0.01;100;Setting11;257,82;2,22;0,15;0,02;0,03;0,20
0.9;3;all_plac;dynamic;0.03;50;Setting15;170,36;2,61;0,06;;;0,15
0.65;3;stop_post_back;all;0.02;100;Setting4;319,61;2,74;0,35;0,04;0,09;0,37
0.9;5;stop_post_mono;all;0.03;50;Setting15;275,91;4,10;0,12;;;0,35
0.65;3;stop_post_back;dynamic;0.03;50;Setting15;153,20;2,59;0,03;;;0,06
0.65;3;no_plac;dynamic;0.03;50;Setting15;177,28;2,62;0,21;;;0,44
0.65;3;stop_post_mono;dynamic;0.01;100;Setting11;257,76;2,21;0,15;0,02;0,03;0,20
0.65;3;stop_post_mono;all;0.03;200;Setting8;705,14;3,00;0,07;;;0,16
0.65;3;stop_post_mono;dynamic;0.03;50;Setting15;153,26;2,59;0,03;;;0,07
0.65;3;stop_post_back;all;0.03;200;Setting8;705,37;3,00;0,07;;;0,16
0.9;5;no_plac;cohort;0.01;100;Setting4;431,88;3,05;0,56;;;0,86
0.65;7;all_plac;all;0.03;50;Setting15;324,55;5,35;0,03;;;0,14
0.65;5;stop_post_mono;cohort;0.02;200;Setting8;1101,16;4,92;0,04;;;0,19
0.65;7;all_plac;all;0.01;100;Setting11;445,82;3,77;0,19;0,02;0,04;0,30
0.9;3;stop_post_back;dynamic;0.03;50;Setting15;171,27;2,62;0,07;;;0,16
0.9;3;no_plac;dynamic;0.03;50;Setting15;186,03;2,63;0,31;;;0,59
0.9;3;stop_post_mono;dynamic;0.03;50;Setting15;170,68;2,61;0,07;;;0,17
0.9;7;all_plac;all;0.01;100;Setting11;479,51;3,73;0,55;0,04;0,09;0,70
0.9;3;stop_post_mono;dynamic;0.01;100;Setting11;288,48;2,26;0,45;0,04;0,06;0,53
0.9;3;no_plac;dynamic;0.01;100;Setting11;293,55;2,26;0,84;0,17;0,23;0,90
0.65;3;no_plac;dynamic;0.01;100;Setting11;301,26;2,28;0,55;0,14;0,19;0,65
0.9;7;no_plac;all;0.01;100;Setting11;427,31;3,30;0,86;0,17;0,30;0,94
0.9;3;stop_post_back;dynamic;0.01;100;Setting11;288,14;2,26;0,44;0,03;0,05;0,52
0.65;7;all_plac;cohort;0.01;100;Setting4;437,99;3,84;;0,04;0,13;
0.9;3;all_plac;all;0.02;100;Setting4;357,79;2,78;;0,13;0,27;
0.65;5;all_plac;dynamic;0.01;100;Setting11;359,42;3,07;0,16;0,01;0,03;0,24
0.65;3;stop_post_mono;all;0.02;100;Setting4;319,10;2,73;0,32;0,04;0,08;0,34
0.9;3;stop_post_back;all;0.02;100;Setting4;356,39;2,77;0,62;0,13;0,27;0,63
0.65;3;no_plac;all;0.02;100;Setting4;369,26;2,76;0,39;;;0,68
0.65;7;no_plac;all;0.01;100;Setting11;485,97;3,66;0,57;0,13;0,27;0,76
0.9;3;all_plac;all;0.03;200;Setting8;851,24;3,00;0,39;;;0,64
0.65;7;stop_post_back;all;0.01;100;Setting11;458,80;3,82;0,25;0,03;0,07;0,38
0.9;3;no_plac;all;0.02;100;Setting4;374,69;2,76;0,63;;;0,86
0.9;7;no_plac;all;0.03;50;Setting15;338,40;4,76;0,34;;;0,80
0.9;3;no_plac;all;0.03;200;Setting8;798,00;3,00;0,85;;;0,99
0.9;7;all_plac;all;0.03;50;Setting15;361,74;5,36;0,10;;;0,35
0.9;7;stop_post_back;all;0.01;100;Setting11;478,27;3,74;0,58;0,06;0,12;0,71
0.65;7;no_plac;all;0.03;50;Setting15;348,08;5,07;0,23;;;0,68
0.9;3;stop_post_mono;all;0.02;100;Setting4;357,52;2,77;0,60;0,13;0,27;0,61
0.9;7;stop_post_back;all;0.03;50;Setting15;359,22;5,29;0,15;;;0,48
0.65;7;stop_post_mono;all;0.03;50;Setting15;329,48;5,30;0,08;;;0,30
0.65;7;stop_post_mono;all;0.01;100;Setting11;463,63;3,83;0,26;0,04;0,08;0,40
0.9;3;stop_post_back;all;0.03;200;Setting8;849,97;3,00;0,39;;;0,64
0.9;5;all_plac;dynamic;0.01;100;Setting11;399,49;3,14;0,47;0,03;0,06;0,60
0.65;7;stop_post_back;all;0.03;50;Setting15;329,77;5,32;0,07;;;0,28
0.9;7;stop_post_mono;all;0.01;100;Setting11;475,65;3,72;0,59;0,06;0,13;0,72
0.65;3;no_plac;all;0.03;200;Setting8;877,30;3,00;0,49;;;0,83
0.65;5;all_plac;dynamic;0.03;50;Setting15;238,96;4,00;0,02;;;0,08
0.9;3;stop_post_mono;all;0.03;200;Setting8;850,53;3,00;0,39;;;0,64
0.9;7;all_plac;cohort;0.01;100;Setting4;525,93;4,07;;0,10;0,34;
0.9;7;stop_post_mono;all;0.03;50;Setting15;361,62;5,32;0,15;;;0,50
0.9;5;no_plac;dynamic;0.03;50;Setting15;276,23;3,92;0,33;;;0,73
0.9;5;all_plac;cohort;0.02;200;Setting8;1362,68;4,93;0,25;;;0,76
0.65;5;no_plac;dynamic;0.03;50;Setting15;272,39;3,99;0,22;;;0,59
0.65;5;stop_post_back;dynamic;0.03;50;Setting15;242,00;4,00;0,04;;;0,14
0.65;7;stop_post_back;cohort;0.01;100;Setting4;450,57;3,86;0,34;0,04;0,12;0,60
0.9;5;all_plac;dynamic;0.03;50;Setting15;270,90;4,09;0,07;;;0,24
0.65;5;stop_post_mono;dynamic;0.03;50;Setting15;241,86;3,99;0,05;;;0,17
0.9;5;stop_post_mono;dynamic;0.03;50;Setting15;273,57;4,10;0,10;;;0,32
0.65;3;all_plac;concurrent;0.03;50;Setting15;155,52;2,58;0,02;;;0,06
0.65;5;no_plac;dynamic;0.01;100;Setting11;412,88;3,11;0,55;0,13;0,24;0,71
0.65;5;all_plac;all;0.02;100;Setting4;518,77;4,41;;0,04;0,15;
0.65;3;stop_post_back;concurrent;0.03;50;Setting15;156,03;2,58;0,03;;;0,07
0.9;5;no_plac;dynamic;0.01;100;Setting11;386,90;3,00;0,85;0,16;0,27;0,92
0.9;5;stop_post_back;dynamic;0.03;50;Setting15;271,59;4,08;0,10;;;0,32
0.65;5;stop_post_back;dynamic;0.01;100;Setting11;364,52;3,09;0,19;0,02;0,04;0,29
0.9;3;all_plac;concurrent;0.03;50;Setting15;174,59;2,61;0,07;;;0,15
0.65;3;all_plac;concurrent;0.01;100;Setting11;254,42;2,19;0,14;0,01;0,02;0,19
0.65;3;no_plac;concurrent;0.03;50;Setting15;177,70;2,61;0,22;;;0,44
0.9;7;no_plac;cohort;0.01;100;Setting4;496,47;3,52;0,57;;;0,87
0.65;3;stop_post_mono;concurrent;0.03;50;Setting15;156,19;2,58;0,03;;;0,08
0.9;3;no_plac;concurrent;0.03;50;Setting15;186,47;2,63;0,32;;;0,60
0.9;3;stop_post_back;concurrent;0.03;50;Setting15;174,25;2,60;0,07;;;0,17
0.65;5;stop_post_mono;dynamic;0.01;100;Setting11;364,90;3,08;0,21;0,02;0,05;0,30
0.65;7;no_plac;cohort;0.01;100;Setting4;506,07;3,79;0,34;;;0,69
0.9;3;stop_post_mono;concurrent;0.03;50;Setting15;174,60;2,61;0,07;;;0,17
0.65;5;all_plac;all;0.03;200;Setting8;1199,14;4,99;0,09;;;0,27
0.9;5;stop_post_back;dynamic;0.01;100;Setting11;403,65;3,17;0,49;0,04;0,08;0,62
0.65;7;stop_post_mono;cohort;0.01;100;Setting4;457,11;3,86;0,34;0,04;0,11;0,61
0.65;7;no_plac;dynamic;0.03;50;Setting15;347,82;5,07;0,22;;;0,67
0.9;5;all_plac;all;0.02;100;Setting4;577,61;4,45;;0,14;0,40;
0.9;5;stop_post_mono;dynamic;0.01;100;Setting11;401,21;3,15;0,51;0,05;0,09;0,65
0.65;5;stop_post_back;all;0.02;100;Setting4;522,85;4,41;0,41;0,04;0,14;0,55
0.9;7;no_plac;dynamic;0.03;50;Setting15;338,50;4,76;0,32;;;0,80
0.65;7;all_plac;dynamic;0.03;50;Setting15;319,99;5,31;0,03;;;0,12
0.65;7;all_plac;dynamic;0.01;100;Setting11;452,22;3,84;0,17;0,01;0,03;0,29
0.9;5;no_plac;all;0.02;100;Setting4;570,74;4,22;0,65;;;0,93
0.9;7;stop_post_back;cohort;0.01;100;Setting4;527,17;4,05;0,56;0,10;0,31;0,83
0.65;5;no_plac;all;0.02;100;Setting4;592,49;4,37;0,40;;;0,79
0.9;3;all_plac;concurrent;0.01;100;Setting11;296,57;2,28;0,45;0,04;0,06;0,53
0.65;3;stop_post_back;concurrent;0.01;100;Setting11;258,26;2,21;0,14;0,02;0,03;0,19
0.65;3;stop_post_mono;concurrent;0.01;100;Setting11;256,35;2,19;0,15;0,02;0,03;0,20
0.65;7;stop_post_back;dynamic;0.03;50;Setting15;327,89;5,31;0,06;;;0,26
0.65;5;stop_post_mono;all;0.02;100;Setting4;523,69;4,40;0,38;0,04;0,14;0,54
0.9;7;all_plac;dynamic;0.03;50;Setting15;356,35;5,36;0,08;;;0,30
0.65;3;all_plac;dynamic;0.02;100;Setting4;318,10;2,74;;0,03;0,08;
0.9;5;stop_post_back;all;0.02;100;Setting4;577,08;4,45;0,59;0,14;0,38;0,73
0.65;3;stop_post_back;dynamic;0.02;100;Setting4;318,06;2,73;0,36;0,03;0,08;0,38
0.9;7;no_plac;dynamic;0.01;100;Setting11;432,05;3,34;0,86;0,16;0,29;0,94
0.9;5;stop_post_back;cohort;0.02;200;Setting8;1362,81;4,92;0,25;;;0,76
0.65;3;no_plac;concurrent;0.01;100;Setting11;299,81;2,27;0,54;0,13;0,19;0,65
0.9;3;stop_post_back;concurrent;0.01;100;Setting11;295,44;2,27;0,46;0,04;0,06;0,54
0.65;7;stop_post_mono;dynamic;0.03;50;Setting15;329,59;5,30;0,07;;;0,29
0.9;7;all_plac;dynamic;0.01;100;Setting11;480,81;3,77;0,50;0,03;0,08;0,66
0.9;3;stop_post_mono;concurrent;0.01;100;Setting11;294,37;2,27;0,46;0,04;0,06;0,55
0.9;3;all_plac;dynamic;0.02;100;Setting4;354,36;2,77;;0,11;0,25;
0.65;5;all_plac;concurrent;0.03;50;Setting15;244,48;4,00;0,03;;;0,10
0.9;3;no_plac;concurrent;0.01;100;Setting11;295,85;2,25;0,84;0,17;0,23;0,90
0.9;7;stop_post_mono;cohort;0.01;100;Setting4;530,50;4,04;0,57;0,10;0,28;0,81
0.65;5;stop_post_back;concurrent;0.03;50;Setting15;248,09;4,02;0,05;;;0,16
0.9;7;stop_post_back;dynamic;0.03;50;Setting15;364,25;5,40;0,12;;;0,45
0.9;5;stop_post_mono;all;0.02;100;Setting4;580,48;4,47;0,60;0,15;0,37;0,74
0.65;7;stop_post_back;dynamic;0.01;100;Setting11;456,01;3,82;0,23;0,03;0,07;0,37
0.9;5;stop_post_mono;cohort;0.02;200;Setting8;1362,56;4,92;0,25;;;0,76
0.9;5;no_plac;concurrent;0.03;50;Setting15;279,90;3,93;0,33;;;0,74
0.65;7;no_plac;dynamic;0.01;100;Setting11;493,50;3,70;0,56;0,13;0,26;0,76
0.65;5;no_plac;concurrent;0.03;50;Setting15;272,77;3,97;0,23;;;0,60
0.9;5;all_plac;concurrent;0.03;50;Setting15;278,71;4,09;0,08;;;0,25
0.65;5;stop_post_back;all;0.03;200;Setting8;1198,14;4,99;0,09;;;0,27
0.9;7;stop_post_mono;dynamic;0.03;50;Setting15;362,27;5,36;0,14;;;0,48
0.65;3;stop_post_mono;dynamic;0.02;100;Setting4;319,30;2,74;0,35;0,03;0,08;0,37
0.65;7;stop_post_mono;dynamic;0.01;100;Setting11;451,89;3,76;0,25;0,03;0,08;0,39
0.9;3;stop_post_back;dynamic;0.02;100;Setting4;355,44;2,78;0,57;0,11;0,24;0,59
0.65;5;all_plac;concurrent;0.01;100;Setting11;363,67;3,08;0,16;0,02;0,03;0,25
0.65;3;all_plac;cohort;0.03;50;Setting15;153,14;2,58;0,02;;;0,04
0.65;3;no_plac;dynamic;0.02;100;Setting4;369,59;2,76;0,38;;;0,67
0.9;7;stop_post_back;dynamic;0.01;100;Setting11;479,14;3,76;0,53;0,05;0,11;0,69
0.9;3;stop_post_mono;dynamic;0.02;100;Setting4;353,85;2,78;0,55;0,11;0,24;0,58
0.9;3;no_plac;dynamic;0.02;100;Setting4;378,38;2,77;0,61;;;0,86
0.65;5;stop_post_mono;concurrent;0.03;50;Setting15;247,98;4,00;0,06;;;0,18
0.9;7;stop_post_mono;dynamic;0.01;100;Setting11;478,14;3,74;0,55;0,05;0,12;0,71
0.65;5;no_plac;concurrent;0.01;100;Setting11;415,26;3,14;0,56;0,13;0,24;0,72
0.65;5;stop_post_back;concurrent;0.01;100;Setting11;366,24;3,08;0,19;0,02;0,04;0,28
0.9;5;all_plac;all;0.03;200;Setting8;1427,32;4,99;0,46;;;0,77
0.65;7;all_plac;all;0.02;100;Setting4;715,73;6,03;;0,04;0,20;
0.9;3;all_plac;cohort;0.03;50;Setting15;169,92;2,62;0,05;;;0,11
0.65;3;stop_post_back;cohort;0.03;50;Setting15;153,25;2,58;0,02;;;0,05
0.9;5;stop_post_back;concurrent;0.03;50;Setting15;280,87;4,10;0,10;;;0,33
0.9;7;all_plac;all;0.02;100;Setting4;776,48;5,98;;0,15;0,47;
0.9;5;all_plac;concurrent;0.01;100;Setting11;410,54;3,16;0,49;0,04;0,08;0,63
0.65;3;stop_post_mono;cohort;0.03;50;Setting15;154,09;2,58;0,02;;;0,05
0.9;5;no_plac;cohort;0.02;200;Setting8;1338,70;4,88;0,79;;;1,00
0.9;5;no_plac;concurrent;0.01;100;Setting11;390,27;2,98;0,85;0,17;0,28;0,92
0.65;5;stop_post_mono;all;0.03;200;Setting8;1197,32;4,99;0,09;;;0,27
0.9;3;stop_post_back;cohort;0.03;50;Setting15;170,76;2,63;0,05;;;0,12
0.9;5;stop_post_mono;concurrent;0.03;50;Setting15;278,20;4,07;0,11;;;0,34
0.65;3;no_plac;cohort;0.03;50;Setting15;180,19;2,64;0,20;;;0,43
0.65;7;all_plac;cohort;0.02;200;Setting8;1539,62;6,90;0,04;;;0,24
0.65;5;no_plac;all;0.03;200;Setting8;1486,14;4,99;0,51;;;0,93
0.65;5;stop_post_mono;concurrent;0.01;100;Setting11;365,55;3,06;0,20;0,03;0,05;0,30
0.9;3;no_plac;cohort;0.03;50;Setting15;190,90;2,63;0,27;;;0,57
0.9;3;stop_post_mono;cohort;0.03;50;Setting15;169,97;2,62;0,05;;;0,13
0.65;7;no_plac;concurrent;0.03;50;Setting15;347,63;5,02;0,23;;;0,69
0.9;5;stop_post_back;concurrent;0.01;100;Setting11;410,95;3,16;0,51;0,04;0,09;0,64
0.9;7;no_plac;all;0.02;100;Setting4;721,35;5,33;0,66;;;0,95
0.65;7;stop_post_back;all;0.02;100;Setting4;719,54;6,01;0,42;0,04;0,17;0,66
0.65;7;no_plac;all;0.02;100;Setting4;776,38;5,70;0,41;;;0,85
0.9;7;no_plac;concurrent;0.03;50;Setting15;339,53;4,77;0,33;;;0,80
0.65;5;no_plac;cohort;0.02;200;Setting8;1413,53;4,94;0,43;;;0,93
0.65;7;all_plac;concurrent;0.03;50;Setting15;330,53;5,38;0,03;;;0,14
0.9;5;stop_post_mono;concurrent;0.01;100;Setting11;414,49;3,19;0,52;0,05;0,10;0,66
0.9;5;no_plac;all;0.03;200;Setting8;1315,23;4,98;0,87;;;1,00
0.65;7;stop_post_back;concurrent;0.03;50;Setting15;336,48;5,35;0,07;;;0,28
0.9;7;stop_post_back;concurrent;0.03;50;Setting15;369,26;5,38;0,13;;;0,47
0.65;7;stop_post_mono;all;0.02;100;Setting4;724,93;6,03;0,40;0,04;0,16;0,65
0.65;7;stop_post_mono;concurrent;0.03;50;Setting15;336,00;5,31;0,08;;;0,32
0.9;7;all_plac;concurrent;0.03;50;Setting15;369,05;5,38;0,08;;;0,33
0.65;7;all_plac;concurrent;0.01;100;Setting11;448,59;3,79;0,16;0,01;0,04;0,29
0.65;5;all_plac;cohort;0.03;50;Setting15;238,12;3,99;0,02;;;0,06
0.9;7;stop_post_back;all;0.02;100;Setting4;778,18;5,99;0,63;0,15;0,45;0,83
0.65;3;all_plac;cohort;0.01;100;Setting11;254,55;2,21;0,13;0,02;0,03;0,18
0.9;5;stop_post_back;all;0.03;200;Setting8;1428,59;4,99;0,46;;;0,78
0.9;7;stop_post_mono;all;0.02;100;Setting4;782,58;5,97;0,63;0,15;0,42;0,82
0.65;5;all_plac;dynamic;0.02;100;Setting4;516,78;4,40;;0,03;0,13;
0.9;7;stop_post_mono;concurrent;0.03;50;Setting15;368,74;5,37;0,15;;;0,51
0.9;7;all_plac;concurrent;0.01;100;Setting11;493,28;3,79;0,50;0,04;0,09;0,68
0.65;7;stop_post_mono;cohort;0.02;200;Setting8;1548,69;6,90;0,05;;;0,27
0.9;5;stop_post_mono;all;0.03;200;Setting8;1429,38;4,99;0,46;;;0,78
0.9;5;all_plac;cohort;0.03;50;Setting15;266,37;4,11;0,04;;;0,17
0.65;3;all_plac;dynamic;0.03;200;Setting8;701,48;3,00;0,06;;;0,16
0.65;5;no_plac;dynamic;0.02;100;Setting4;593,13;4,37;0,39;;;0,79
0.65;7;stop_post_back;concurrent;0.01;100;Setting11;456,98;3,80;0,22;0,03;0,07;0,36
0.65;3;stop_post_back;cohort;0.01;100;Setting11;253,73;2,20;0,14;0,02;0,03;0,19
0.9;7;no_plac;concurrent;0.01;100;Setting11;442,59;3,37;0,85;0,17;0,30;0,94
0.9;3;all_plac;cohort;0.01;100;Setting11;290,78;2,28;0,37;0,03;0,05;0,48
0.65;3;all_plac;concurrent;0.02;100;Setting4;319,48;2,74;;0,04;0,09;
0.65;3;stop_post_mono;cohort;0.01;100;Setting11;255,48;2,21;0,14;0,02;0,03;0,20
0.65;7;no_plac;concurrent;0.01;100;Setting11;489,83;3,65;0,56;0,14;0,28;0,76
0.9;5;all_plac;dynamic;0.02;100;Setting4;571,08;4,45;;0,11;0,35;
0.65;5;stop_post_mono;cohort;0.03;50;Setting15;243,49;4,03;0,04;;;0,13
0.65;5;no_plac;cohort;0.03;50;Setting15;277,16;4,05;0,19;;;0,57
0.65;3;no_plac;cohort;0.01;100;Setting11;301,61;2,28;0,52;0,12;0,18;0,63
0.65;5;stop_post_back;dynamic;0.02;100;Setting4;516,75;4,39;0,36;0,04;0,13;0,52
0.65;5;stop_post_back;cohort;0.03;50;Setting15;240,55;4,00;0,03;;;0,11
0.65;3;all_plac;all;0.01;100;Setting15;259,64;2,22;0,04;;;0,09
0.9;3;stop_post_back;concurrent;0.02;100;Setting4;365,50;2,77;0,64;0,12;0,27;0,65
0.9;3;stop_post_back;cohort;0.01;100;Setting11;290,74;2,28;0,38;0,04;0,06;0,49
0.9;5;no_plac;dynamic;0.02;100;Setting4;576,58;4,24;0,62;;;0,93
0.65;3;stop_post_back;concurrent;0.02;100;Setting4;320,31;2,74;0,35;0,04;0,09;0,36
0.9;3;stop_post_mono;cohort;0.01;100;Setting11;292,53;2,28;0,38;0,04;0,06;0,50
0.9;7;stop_post_back;concurrent;0.01;100;Setting11;489,22;3,78;0,54;0,05;0,12;0,71
0.9;3;all_plac;concurrent;0.02;100;Setting4;364,73;2,77;;0,13;0,27;
0.9;5;stop_post_back;cohort;0.03;50;Setting15;268,73;4,11;0,06;;;0,23
0.9;5;no_plac;cohort;0.03;50;Setting15;288,68;4,01;0,28;;;0,72
0.9;3;no_plac;cohort;0.01;100;Setting11;304,00;2,27;0,81;0,16;0,23;0,88
0.65;5;stop_post_mono;dynamic;0.02;100;Setting4;523,02;4,40;0,37;0,04;0,13;0,51
0.65;7;stop_post_mono;concurrent;0.01;100;Setting11;461,67;3,81;0,25;0,04;0,09;0,40
0.9;5;stop_post_mono;cohort;0.03;50;Setting15;267,54;4,09;0,07;;;0,25
0.65;3;stop_post_mono;concurrent;0.02;100;Setting4;319,77;2,74;0,38;0,04;0,09;0,39
0.65;3;stop_post_mono;all;0.01;100;Setting15;261,22;2,22;0,05;;;0,11
0.65;7;stop_post_back;cohort;0.02;200;Setting8;1543,01;6,90;0,04;;;0,25
0.65;7;all_plac;all;0.03;200;Setting8;1705,02;6,99;0,10;;;0,35
0.9;3;stop_post_mono;concurrent;0.02;100;Setting4;366,00;2,77;0,64;0,12;0,27;0,66
0.65;3;stop_post_back;all;0.01;100;Setting15;260,47;2,23;0,05;;;0,10
0.9;7;stop_post_mono;concurrent;0.01;100;Setting11;487,40;3,76;0,56;0,06;0,13;0,72
0.9;3;all_plac;dynamic;0.03;200;Setting8;848,69;3,00;0,37;;;0,62
0.9;3;all_plac;all;0.01;100;Setting15;299,84;2,27;0,15;;;0,28
0.65;3;no_plac;concurrent;0.02;100;Setting4;369,08;2,76;0,39;;;0,68
0.9;5;stop_post_back;dynamic;0.02;100;Setting4;573,31;4,46;0,61;0,12;0,35;0,73
0.9;3;no_plac;concurrent;0.02;100;Setting4;379,68;2,76;0,62;;;0,87
0.9;5;stop_post_mono;dynamic;0.02;100;Setting4;571,05;4,44;0,58;0,12;0,33;0,72
0.65;3;no_plac;all;0.01;100;Setting15;299,25;2,27;0,27;;;0,48
0.65;5;all_plac;cohort;0.01;100;Setting11;354,67;3,09;0,13;0,02;0,04;0,22
0.65;7;stop_post_back;all;0.03;200;Setting8;1704,83;6,98;0,10;;;0,36
0.65;7;all_plac;cohort;0.03;50;Setting15;321,83;5,40;0,02;;;0,08
0.9;3;stop_post_back;all;0.01;100;Setting15;300,78;2,27;0,16;;;0,30
0.9;3;no_plac;all;0.01;100;Setting15;316,03;2,31;0,43;;;0,67
0.9;3;stop_post_mono;all;0.01;100;Setting15;300,49;2,27;0,16;;;0,29
