ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.65,3,cohort,0.01,200,Yes,3,259.21,366.9333333,0.5,2.2224,1,,0.008864291,0.0195,,0.0195,0
0.65,5,cohort,0.01,200,Yes,13,370.5,551.9144385,0.75,3.1753,0,0.011998866,,,0.0374,0,0.0374
0.65,7,concurrent,0.01,200,Yes,3,478.7764,740.7493917,0.5,3.9859,1,,0.012017361,0.0411,,0.0411,0
0.9,5,dynamic,0.03,200,Yes,8,533.6324,576,0,4.8099,1,,0.000124743,0.0006,,0.0006,0
0.65,7,concurrent,0.01,200,Yes,6,490.0324,762.4909804,0.815796603,4.0573,0,0.039016094,,,0.1279,0,0.1279
1,5,concurrent,0.01,200,Yes,6,607.916,592.6080402,0.825756076,3.7305,0,0.172094893,,,0.3998,0,0.3998
1,5,dynamic,0.03,200,Yes,8,528.2484,591.6363636,0,4.8,1,,0.000229167,0.0011,,0.0011,0
0.9,3,cohort,0.01,200,Yes,3,318.2,378.4505022,0.5,2.3494,1,,0.030646122,0.0697,,0.0697,0
0.9,7,concurrent,0.01,200,Yes,3,626.09,746.8340426,0.5,4.4837,1,,0.04284408,0.1413,,0.1413,0
0.65,3,cohort,0.01,200,Yes,6,262.17,382.9309577,0.75,2.2436,0,0.020235336,,,0.0449,0,0.0449
0.65,3,concurrent,0.03,200,Yes,8,323.1468,331.6363636,0,2.9117,1,,0.000377786,0.0011,,0.0011,0
1,3,cohort,0.01,200,Yes,3,342.88,351.0889292,0.5,2.3789,1,,0.048425743,0.1102,,0.1102,0
1,7,concurrent,0.01,200,Yes,3,689.6092,702.5759682,0.5,4.6557,1,,0.065188908,0.2021,,0.2021,0
0.9,5,cohort,0.01,200,Yes,13,464.24,565.4027778,0.75,3.441,0,0.03612322,,,0.1152,0,0.1152
0.9,3,concurrent,0.03,200,Yes,8,333.6984,274.2857143,0,2.9159,1,,0.000480126,0.0014,,0.0014,0
0.9,7,concurrent,0.01,200,Yes,6,686.162,783.9437095,0.828205137,4.6219,0,0.128734936,,,0.357,0,0.357
1,3,concurrent,0.03,200,Yes,8,336.9876,367.1578947,0,2.9117,1,,0.00065254,0.0019,,0.0019,0
0.65,3,all,0.03,200,Yes,13,350.5956,446.9447077,0.83589403,2.9211,0,0.024271678,,,0.0642,0,0.0642
0.9,3,all,0.03,200,Yes,13,417.5656,458.8987486,0.836814961,2.9325,0,0.072838875,,,0.1768,0,0.1768
0.9,3,cohort,0.01,200,Yes,6,332.34,393.6101131,0.75,2.3765,0,0.067199663,,,0.1503,0,0.1503
1,5,cohort,0.01,200,Yes,13,525.57,558.4120983,0.75,3.6026,0,0.047743297,,,0.1587,0,0.1587
0.65,7,dynamic,0.03,200,Yes,8,752.4096,611.6923077,0,6.714,1,,0.000193625,0.0013,,0.0013,0
1,3,cohort,0.01,200,Yes,6,378.32,389.8432304,0.75,2.4421,0,0.093485115,,,0.2105,0,0.2105
1,7,dynamic,0.03,200,Yes,8,747.7752,538.2222222,0,6.7101,1,,0.000134126,0.0009,,0.0009,0
0.9,7,dynamic,0.03,200,Yes,8,748.5188,858.6666667,0,6.6997,1,,8.96E-05,0.0006,,0.0006,0
1,3,all,0.03,200,Yes,13,448.9564,439.401932,0.838570144,2.9425,0,0.105114698,,,0.2402,0,0.2402
1,7,concurrent,0.01,200,Yes,6,812.7876,748.257076,0.836808643,4.9621,0,0.185788275,,,0.4726,0,0.4726
0.65,5,cohort,0.01,200,Yes,3,364.31,557.8196078,0.5,3.1331,1,,0.008138904,0.0255,,0.0255,0
0.65,5,cohort,0.01,200,Yes,6,375.21,556.324159,0.75,3.2108,0,0.021396537,,,0.0654,0,0.0654
0.65,7,cohort,0.01,200,Yes,13,472.5,675.0292135,0.75,4.0296,0,0.01131626,,,0.0445,0,0.0445
0.9,5,concurrent,0.03,200,Yes,8,552.5884,498.6666667,0,4.8244,1,,0.000248736,0.0012,,0.0012,0
0.65,5,concurrent,0.03,200,Yes,8,542.42,455.0769231,0,4.8047,1,,0.000270568,0.0013,,0.0013,0
1,5,concurrent,0.03,200,Yes,8,564.24,573.4117647,0,4.8344,1,,0.000744663,0.0034,,0.0034,0
0.65,5,all,0.03,200,Yes,13,582.7388,695.5979021,0.870150378,4.837,0,0.030183998,,,0.1152,0,0.1152
0.9,5,cohort,0.01,200,Yes,3,469.8,558.7318087,0.5,3.4741,1,,0.029302553,0.0962,,0.0962,0
0.65,3,all,0.03,200,Yes,3,345.5868,439.4805195,0.5,2.9093,1,,0.011789778,0.0313,,0.0313,0
1,5,cohort,0.01,200,Yes,3,512.85,513.5194565,0.5,3.5595,1,,0.049669897,0.1619,,0.1619,0
0.9,7,cohort,0.01,200,Yes,13,603,729.971564,0.75,4.4442,0,0.036587012,,,0.1477,0,0.1477
0.9,5,all,0.03,200,Yes,13,708.4632,716.5006353,0.873350733,4.847,0,0.101320404,,,0.3163,0,0.3163
0.9,3,all,0.03,200,Yes,3,399.0736,438.1058941,0.5,2.9306,1,,0.041561455,0.1008,,0.1008,0
1,7,cohort,0.01,200,Yes,13,685.83,734.1637081,0.75,4.6981,0,0.04887082,,,0.2028,0,0.2028
0.65,3,cohort,0.03,200,Yes,8,319.02,286.2857143,0,2.9071,1,,0.00024079,0.0007,,0.0007,0
1,3,all,0.03,200,Yes,3,419.3776,407.6385382,0.5,2.9348,1,,0.066989233,0.1518,,0.1518,0
0.9,5,cohort,0.01,200,Yes,6,490.42,573.3772455,0.75,3.5008,0,0.065699269,,,0.2004,0,0.2004
0.9,3,cohort,0.03,200,Yes,8,331.43,326.1052632,0,2.9174,1,,0.000651265,0.0019,,0.0019,0
0.65,3,all,0.03,200,Yes,6,348.2844,448,0.835645266,2.9199,0,0.035686154,,,0.0922,0,0.0922
1,5,all,0.03,200,Yes,13,765.8372,683.3326713,0.876519349,4.8866,0,0.139135595,,,0.4055,0,0.4055
1,3,cohort,0.03,200,Yes,8,337.46,358,0,2.9141,1,,0.000411791,0.0012,,0.0012,0
0.65,7,cohort,0.01,200,Yes,3,464.16,696.8319088,0.5,3.9728,1,,0.009137133,0.0351,,0.0351,0
0.9,3,dynamic,0.03,200,Yes,13,405.3416,450.2848962,0.835662765,2.9275,0,0.05530316,,,0.1404,0,0.1404
0.65,7,concurrent,0.03,200,Yes,8,762.8816,675.8,0,6.7129,1,,0.000327727,0.002,,0.002,0
0.9,7,concurrent,0.03,200,Yes,8,770.838,752.2424242,0,6.7163,1,,0.000491342,0.0033,,0.0033,0
1,5,cohort,0.01,200,Yes,6,579.46,576.8044914,0.75,3.7423,0,0.09593031,,,0.3028,0,0.3028
0.9,3,all,0.03,200,Yes,6,433.3212,464.8002921,0.83826919,2.9447,0,0.123611913,,,0.2768,0,0.2768
0.65,3,dynamic,0.03,200,Yes,13,342.8376,437.1512605,0.835174624,2.9079,0,0.017641597,,,0.0481,0,0.0481
1,7,concurrent,0.03,200,Yes,8,788.3684,787.3333333,0,6.7301,1,,0.000445759,0.003,,0.003,0
1,3,all,0.03,200,Yes,6,476.9584,442.0390707,0.841176128,2.9537,0,0.178792701,,,0.381,0,0.381
0.65,7,cohort,0.01,200,Yes,6,471.66,701.4317897,0.75,4.031,0,0.021210618,,,0.0799,0,0.0799
1,3,dynamic,0.03,200,Yes,13,437.6156,434.7109208,0.837328323,2.9425,0,0.077281223,,,0.1886,0,0.1886
0.9,7,cohort,0.01,200,Yes,3,596.73,738.4244541,0.5,4.4089,1,,0.028079566,0.1145,,0.1145,0
0.65,7,all,0.03,200,Yes,13,822.9916,936.5247884,0.888638799,6.7597,0,0.033684927,,,0.1659,0,0.1659
1,7,cohort,0.01,200,Yes,3,671.83,695.5462869,0.5,4.6616,1,,0.048202334,0.1966,,0.1966,0
0.65,5,cohort,0.03,200,Yes,8,528.76,461.3333333,0,4.807,1,,0.000249636,0.0012,,0.0012,0
0.9,5,cohort,0.03,200,Yes,8,548.7,521.3333333,0,4.826,1,,0.00055947,0.0027,,0.0027,0
0.65,5,all,0.03,200,Yes,3,580.2172,679.4642857,0.5,4.8192,1,,0.013819721,0.0563,,0.0563,0
0.9,7,cohort,0.01,200,Yes,6,637.36,740.3275514,0.75,4.5532,0,0.064855486,,,0.2479,0,0.2479
0.9,7,all,0.03,200,Yes,13,1009.674,955.9807785,0.893117242,6.7806,0,0.116095921,,,0.4194,0,0.4194
1,5,cohort,0.03,200,Yes,8,558.91,552.5333333,0,4.8199,1,,0.00062242,0.003,,0.003,0
0.65,5,all,0.03,200,Yes,6,582.1492,694.0309598,0.869536768,4.8197,0,0.044255867,,,0.1624,0,0.1624
0.9,5,all,0.03,200,Yes,3,674.5748,677.2266039,0.5,4.8637,1,,0.050044205,0.1713,,0.1713,0
1,7,all,0.03,200,Yes,13,1087.6828,901.3126959,0.896630938,6.8252,0,0.159848796,,,0.5142,0,0.5142
1,5,all,0.03,200,Yes,3,698.8784,627.5789474,0.5,4.877,1,,0.071191306,0.223,,0.223,0
0.65,3,all,0.01,300,Yes,8,420.084,425.5,0,2.5373,1,,0.000315296,0.0008,,0.0008,0
1,7,cohort,0.01,200,Yes,6,757.73,750.3511954,0.75,4.8937,0,0.095571858,,,0.3639,0,0.3639
0.65,5,dynamic,0.03,200,Yes,13,575.5348,681.8718535,0.868986006,4.8121,0,0.021425157,,,0.0877,0,0.0877
0.9,3,all,0.01,300,Yes,8,421.2748,423.5,0,2.5369,1,,0.000315346,0.0008,,0.0008,0
1,3,all,0.01,300,Yes,8,430.6044,475.7142857,0,2.5574,1,,0.000547431,0.0014,,0.0014,0
0.9,3,dynamic,0.03,200,Yes,3,384.0608,425.4409938,0.5,2.9228,1,,0.025147119,0.0644,,0.0644,0
0.9,5,all,0.03,200,Yes,6,728.3992,723.3295116,0.874798287,4.8738,0,0.151709139,,,0.4389,0,0.4389
0.65,3,dynamic,0.03,200,Yes,3,341.4372,426.3716814,0.5,2.9047,1,,0.008228044,0.0227,,0.0227,0
0.65,7,cohort,0.03,200,Yes,8,738.5,669.6,0,6.7073,1,,0.000223637,0.0015,,0.0015,0
0.9,5,dynamic,0.03,200,Yes,13,692.2892,709.9015885,0.871690947,4.853,0,0.072965176,,,0.26,0,0.26
1,3,dynamic,0.03,200,Yes,3,394.6232,410.4470588,0.5,2.9395,1,,0.037217214,0.0942,,0.0942,0
1,5,all,0.03,200,Yes,6,805.0248,681.5630812,0.879197553,4.9065,0,0.225191073,,,0.5723,0,0.5723
0.65,3,concurrent,0.03,200,Yes,13,347.2148,442.0217391,0.835688741,2.9154,0,0.020546066,,,0.0555,0,0.0555
0.65,7,all,0.03,200,Yes,3,815.092,923.4146341,0.5,6.7202,1,,0.013660308,0.0745,,0.0745,0
1,5,dynamic,0.03,200,Yes,13,753.562,703.1690183,0.875298033,4.8827,0,0.102627645,,,0.3353,0,0.3353
0.65,5,all,0.01,300,Yes,8,651.218,685.6,0,3.9185,1,,0.0002552,0.001,,0.001,0
0.65,7,all,0.03,200,Yes,6,825.0268,932.5764855,0.887878777,6.7332,0,0.051387156,,,0.2385,0,0.2385
0.9,7,all,0.03,200,Yes,3,943.1656,900.9074683,0.5,6.7725,1,,0.049494278,0.2144,,0.2144,0
0.9,5,all,0.01,300,Yes,8,654.4252,791.7647059,0,3.9312,1,,0.000432438,0.0017,,0.0017,0
0.9,3,concurrent,0.03,200,Yes,13,416.8004,451.8475953,0.83722989,2.935,0,0.066405451,,,0.1619,0,0.1619
1,7,all,0.03,200,Yes,3,985.0488,841.962552,0.5,6.8118,1,,0.075545377,0.2913,,0.2913,0
0.65,3,dynamic,0.03,200,Yes,6,342.4276,440.6676177,0.834820053,2.9136,0,0.026118891,,,0.0703,0,0.0703
1,5,all,0.01,300,Yes,8,661.8888,755.5,0,3.9287,1,,0.000407259,0.0016,,0.0016,0
0.9,7,cohort,0.03,200,Yes,8,761.83,697.2631579,0,6.7018,1,,0.000567012,0.0038,,0.0038,0
1,3,concurrent,0.03,200,Yes,13,452.2728,437.6917431,0.838972945,2.9443,0,0.093400808,,,0.2211,0,0.2211
1,7,cohort,0.03,200,Yes,8,777.47,689.5483871,0,6.7116,1,,0.000461887,0.0031,,0.0031,0
0.9,3,dynamic,0.03,200,Yes,6,417.6216,456.8904177,0.836321308,2.9424,0,0.084420881,,,0.2043,0,0.2043
0.9,7,all,0.03,200,Yes,6,1039.1996,959.6473464,0.894708013,6.8069,0,0.180478632,,,0.5771,0,0.5771
0.65,7,dynamic,0.03,200,Yes,13,817.1356,928.0797048,0.887369141,6.7381,0,0.025125777,,,0.1358,0,0.1358
1,3,dynamic,0.03,200,Yes,6,461.498,447.6011885,0.83893017,2.9539,0,0.13104709,,,0.305,0,0.305
0.65,5,dynamic,0.03,200,Yes,3,573.206,649.8489426,0.5,4.8219,1,,0.007424459,0.0332,,0.0332,0
1,7,all,0.03,200,Yes,6,1135.034,887.179057,0.899249348,6.8636,0,0.25566758,,,0.6936,0,0.6936
1,7,dynamic,0.03,200,Yes,13,1068.064,946.2431337,0.895054117,6.8032,0,0.118914628,,,0.448,0,0.448
0.9,7,dynamic,0.03,200,Yes,13,986.0416,963.383821,0.891411536,6.7758,0,0.084270492,,,0.3507,0,0.3507
0.9,5,dynamic,0.03,200,Yes,3,649.2604,676.379216,0.5,4.8465,1,,0.028577324,0.1107,,0.1107,0
1,5,dynamic,0.03,200,Yes,3,666.9004,642.7239758,0.5,4.8719,1,,0.042160143,0.1496,,0.1496,0
0.9,3,dynamic,0.01,300,Yes,8,418.1356,483,0,2.5497,1,,0.000313762,0.0008,,0.0008,0
0.65,5,concurrent,0.03,200,Yes,13,583.6544,687.4340712,0.869547622,4.8202,0,0.026077756,,,0.1044,0,0.1044
0.65,3,dynamic,0.01,300,Yes,8,417.5408,386.6666667,0,2.534,1,,0.00023678,0.0006,,0.0006,0
1,3,dynamic,0.01,300,Yes,8,415.96,447.5,0,2.5436,1,,0.000314515,0.0008,,0.0008,0
0.65,5,dynamic,0.03,200,Yes,6,576.6516,684.0307692,0.869118817,4.8213,0,0.032335677,,,0.1309,0,0.1309
0.9,5,concurrent,0.03,200,Yes,13,708.9472,711.0477499,0.873315889,4.8597,0,0.086980678,,,0.2939,0,0.2939
0.65,3,concurrent,0.03,200,Yes,3,345.0048,442.4305556,0.5,2.9144,1,,0.010705463,0.0289,,0.0289,0
0.65,7,all,0.01,300,Yes,8,870.5148,871.6363636,0,5.2327,1,,0.000210217,0.0011,,0.0011,0
1,5,concurrent,0.03,200,Yes,13,763.6396,682.7798067,0.876259406,4.8857,0,0.119245963,,,0.374,0,0.374
0.9,3,concurrent,0.03,200,Yes,3,409.3504,437.493441,0.5,2.9363,1,,0.040697476,0.1001,,0.1001,0
0.9,5,dynamic,0.03,200,Yes,6,713.0196,720.2814404,0.872842215,4.8701,0,0.110470011,,,0.3626,0,0.3626
1,3,concurrent,0.03,200,Yes,3,433.3024,408.4927336,0.5,2.9439,1,,0.062196406,0.1454,,0.1454,0
1,5,dynamic,0.03,200,Yes,6,787.3332,702.0074257,0.876999199,4.8948,0,0.167667729,,,0.4887,0,0.4887
0.9,7,all,0.01,300,Yes,8,876.338,807.5,0,5.2526,1,,0.000152306,0.0008,,0.0008,0
1,7,all,0.01,300,Yes,8,899.5544,1155.818182,0,5.3412,1,,0.000411892,0.0022,,0.0022,0
0.65,3,concurrent,0.03,200,Yes,6,345.2424,444.5574194,0.83557024,2.9131,0,0.029384504,,,0.0778,0,0.0778
0.65,3,cohort,0.03,200,Yes,13,341.16,416,0.75,2.9139,0,0.011668211,,,0.0337,0,0.0337
0.65,7,dynamic,0.03,200,Yes,3,807.2004,897.2495238,0.5,6.7207,1,,0.008838365,0.0527,,0.0527,0
0.9,3,concurrent,0.03,200,Yes,6,434.4116,463.4787879,0.838193422,2.9447,0,0.117159643,,,0.2664,0,0.2664
0.9,3,cohort,0.03,200,Yes,13,396.95,419.307393,0.75,2.9341,0,0.036161003,,,0.1028,0,0.1028
0.65,7,concurrent,0.03,200,Yes,13,821.3536,916.3348358,0.888114337,6.7407,0,0.030026555,,,0.1561,0,0.1561
0.9,7,dynamic,0.03,200,Yes,3,918.3984,904.6390374,0.5,6.7805,1,,0.029835558,0.1503,,0.1503,0
1,3,concurrent,0.03,200,Yes,6,480.1068,440.4937725,0.840814519,2.9534,0,0.166858536,,,0.3637,0,0.3637
1,3,cohort,0.03,200,Yes,13,429.34,410.4097421,0.75,2.946,0,0.050033944,,,0.1396,0,0.1396
0.65,7,dynamic,0.03,200,Yes,6,818.1488,925.0196078,0.88767769,6.7454,0,0.037595991,,,0.1945,0,0.1945
1,7,dynamic,0.03,200,Yes,3,939.3932,868.348002,0.5,6.8,1,,0.044176471,0.1991,,0.1991,0
0.65,5,dynamic,0.01,300,Yes,8,647.672,649.6666667,0,3.9132,1,,0.000306654,0.0012,,0.0012,0
0.9,5,dynamic,0.01,300,Yes,8,645.6844,747,0,3.9122,1,,0.000204489,0.0008,,0.0008,0
0.65,5,concurrent,0.03,200,Yes,3,585.6036,675.5395683,0.5,4.8249,1,,0.013015814,0.0561,,0.0561,0
1,5,dynamic,0.01,300,Yes,8,640.9008,932.4444444,0,3.887,1,,0.000231541,0.0009,,0.0009,0
0.9,7,concurrent,0.03,200,Yes,13,1005.3144,958.2561917,0.892991258,6.7932,0,0.0937408,,,0.3794,0,0.3794
1,7,concurrent,0.03,200,Yes,13,1082.5848,901.6809372,0.896949229,6.8441,0,0.129600678,,,0.4745,0,0.4745
0.9,7,dynamic,0.03,200,Yes,6,1018.3412,978.806093,0.893261781,6.8152,0,0.130737176,,,0.4888,0,0.4888
1,7,dynamic,0.03,200,Yes,6,1118.9944,937.001654,0.897918504,6.8477,0,0.189888576,,,0.6099,0,0.6099
0.9,5,concurrent,0.03,200,Yes,3,684.7736,685.5498783,0.5,4.87,1,,0.047700205,0.1659,,0.1659,0
1,5,concurrent,0.03,200,Yes,3,724.7416,641.1782531,0.5,4.8794,1,,0.069516744,0.2259,,0.2259,0
0.65,3,concurrent,0.01,300,Yes,8,424.6064,360.8,0,2.5462,1,,0.000392742,0.001,,0.001,0
0.9,3,concurrent,0.01,300,Yes,8,423.6164,445.2307692,0,2.5534,1,,0.000509125,0.0013,,0.0013,0
0.65,5,concurrent,0.03,200,Yes,6,586.206,687.823178,0.86917021,4.8135,0,0.043918147,,,0.1677,0,0.1677
1,3,concurrent,0.01,300,Yes,8,435.5112,525,0,2.5584,1,,0.000469043,0.0012,,0.0012,0
0.65,5,cohort,0.03,200,Yes,13,565.4,633.9333333,0.75,4.8396,0,0.010104141,,,0.048,0,0.048
0.65,7,dynamic,0.01,300,Yes,8,872.7052,875.6,0,5.266,1,,0.000208887,0.001,,0.001,0
0.9,5,concurrent,0.03,200,Yes,6,730.512,717.6447876,0.874510242,4.8701,0,0.136260036,,,0.4174,0,0.4174
0.9,7,dynamic,0.01,300,Yes,8,864.742,1062.5,0,5.2323,1,,0.000152896,0.0008,,0.0008,0
1,5,concurrent,0.03,200,Yes,6,810.2356,689.0177074,0.879576965,4.9088,0,0.197420958,,,0.5406,0,0.5406
0.65,3,cohort,0.03,200,Yes,3,339.31,417.8421053,0.5,2.9154,1,,0.00785484,0.0228,,0.0228,0
1,7,dynamic,0.01,300,Yes,8,863.242,895.6,0,5.2366,1,,0.000190964,0.001,,0.001,0
0.65,7,concurrent,0.03,200,Yes,3,819.4396,907.0585242,0.5,6.7268,1,,0.014078016,0.0788,,0.0788,0
0.9,5,cohort,0.03,200,Yes,13,658.86,653.0251998,0.75,4.8605,0,0.036169118,,,0.1627,0,0.1627
0.9,7,concurrent,0.03,200,Yes,3,951.8668,897.9750719,0.5,6.7797,1,,0.04691948,0.2106,,0.2106,0
0.9,3,cohort,0.03,200,Yes,3,397.92,412.0733104,0.5,2.9381,1,,0.030427828,0.0873,,0.0873,0
1,3,cohort,0.03,200,Yes,3,423.37,393.2150072,0.5,2.9347,1,,0.049613248,0.1386,,0.1386,0
1,5,cohort,0.03,200,Yes,13,710.38,650.9252078,0.75,4.8777,0,0.048895996,,,0.2166,0,0.2166
0.65,5,concurrent,0.01,300,Yes,8,649.7436,700.7272727,0,3.9036,1,,0.000281791,0.0011,,0.0011,0
0.65,3,cohort,0.03,200,Yes,6,340.5,418.4347826,0.75,2.9149,0,0.019108717,,,0.0552,0,0.0552
0.65,3,all,0.01,300,Yes,13,465.9588,648.9416342,0.811643829,2.5693,0,0.046393959,,,0.1028,0,0.1028
0.9,3,cohort,0.03,200,Yes,6,411.75,437.6689342,0.75,2.9391,0,0.064101255,,,0.1764,0,0.1764
0.9,5,concurrent,0.01,300,Yes,8,652.9204,641.5384615,0,3.9183,1,,0.000331777,0.0013,,0.0013,0
1,7,concurrent,0.03,200,Yes,3,1018.2716,851.1179414,0.5,6.8371,1,,0.070015065,0.2838,,0.2838,0
0.65,7,concurrent,0.03,200,Yes,6,825.4992,917.0345145,0.887912047,6.7427,0,0.04376585,,,0.2183,0,0.2183
1,5,concurrent,0.01,300,Yes,8,677.4352,828.2222222,0,3.9632,1,,0.000454178,0.0018,,0.0018,0
1,3,cohort,0.03,200,Yes,6,458.39,430.4628821,0.75,2.9549,0,0.094453281,,,0.2519,0,0.2519
0.9,3,all,0.01,300,Yes,13,597.1976,658.8701778,0.817537817,2.6729,0,0.150660331,,,0.2987,0,0.2987
0.9,7,concurrent,0.03,200,Yes,6,1027.234,946.188392,0.894085692,6.8027,0,0.149734664,,,0.529,0,0.529
1,7,concurrent,0.03,200,Yes,6,1136.5212,892.8099098,0.899455133,6.8587,0,0.219327278,,,0.6573,0,0.6573
1,3,all,0.01,300,Yes,13,657.0188,634.7471384,0.820892773,2.7352,0,0.199071366,,,0.3851,0,0.3851
0.65,5,cohort,0.03,200,Yes,3,562.89,617.924612,0.5,4.8248,1,,0.009451169,0.0451,,0.0451,0
0.65,7,cohort,0.03,200,Yes,13,788.89,848.99106,0.75,6.7385,0,0.011975959,,,0.0783,0,0.0783
0.65,3,cohort,0.01,300,Yes,8,427.4716,434,0,2.5427,1,,0.000314626,0.0008,,0.0008,0
0.65,5,all,0.01,300,Yes,13,737.5168,991.8139535,0.835161555,4.0245,0,0.058268108,,,0.1766,0,0.1766
0.9,3,cohort,0.01,300,Yes,8,433.8132,411.5555556,0,2.5371,1,,0.000354736,0.0009,,0.0009,0
1,3,cohort,0.01,300,Yes,8,440.4452,400,0,2.5523,1,,0.000548525,0.0014,,0.0014,0
1,5,cohort,0.03,200,Yes,3,703.25,619.730038,0.5,4.8723,1,,0.047185108,0.2104,,0.2104,0
0.65,7,concurrent,0.01,300,Yes,8,883.8504,907.4285714,0,5.2878,1,,0.000283672,0.0014,,0.0014,0
0.9,5,cohort,0.03,200,Yes,3,660.42,654.1154669,0.5,4.8736,1,,0.030429251,0.1403,,0.1403,0
0.9,7,concurrent,0.01,300,Yes,8,878.9372,851.6,0,5.2646,1,,0.000379896,0.002,,0.002,0
1,7,concurrent,0.01,300,Yes,8,911.3164,980,0,5.3285,1,,0.000656845,0.0031,,0.0031,0
0.65,5,cohort,0.03,200,Yes,6,566.56,637.1748527,0.75,4.8293,0,0.022073592,,,0.1018,0,0.1018
0.9,5,all,0.01,300,Yes,13,979.5372,993.9666016,0.845564618,4.281,0,0.196285915,,,0.4618,0,0.4618
0.9,7,cohort,0.03,200,Yes,13,920.82,883.3224342,0.75,6.7934,0,0.036079136,,,0.2202,0,0.2202
0.65,3,all,0.01,300,Yes,3,460.6136,643.3901809,0.5,2.5688,1,,0.016622547,0.0388,,0.0388,0
1,7,cohort,0.03,200,Yes,13,995.73,886.5789654,0.75,6.8293,0,0.049126558,,,0.2919,0,0.2919
1,5,all,0.01,300,Yes,13,1062.5256,935.7444112,0.850347324,4.379,0,0.259556976,,,0.5694,0,0.5694
0.9,3,all,0.01,300,Yes,3,552.4544,609.4868624,0.5,2.6659,1,,0.059229528,0.1294,,0.1294,0
0.9,5,cohort,0.03,200,Yes,6,683.64,684.4868805,0.75,4.8777,0,0.064272095,,,0.2744,0,0.2744
1,3,all,0.01,300,Yes,3,575.9328,560.9768231,0.5,2.6727,1,,0.084970255,0.1772,,0.1772,0
0.65,3,dynamic,0.01,300,Yes,13,459.3992,636.0637088,0.810919571,2.5616,0,0.037515615,,,0.0881,0,0.0881
0.65,3,all,0.01,300,Yes,6,467.8248,642.9453376,0.811951519,2.5784,0,0.072215327,,,0.1556,0,0.1556
1,5,cohort,0.03,200,Yes,6,762.7,680.2836514,0.75,4.914,0,0.094668295,,,0.3878,0,0.3878
0.9,7,cohort,0.03,200,Yes,6,955.32,925.667319,0.75,6.8238,0,0.063967291,,,0.3577,0,0.3577
0.65,5,cohort,0.01,300,Yes,8,658.0192,696.4,0,3.91,1,,0.000255754,0.001,,0.001,0
0.9,3,all,0.01,300,Yes,6,622.596,660.7468499,0.81852035,2.6985,0,0.235204743,,,0.4366,0,0.4366
0.65,7,cohort,0.03,200,Yes,3,783.56,841.7106109,0.5,6.7227,1,,0.009430735,0.0622,,0.0622,0
0.65,7,all,0.01,300,Yes,13,1002.9608,1295.936508,0.847788885,5.4285,0,0.067366676,,,0.2395,0,0.2395
1,3,dynamic,0.01,300,Yes,13,643.414,629.6050589,0.819838253,2.717,0,0.173132131,,,0.3488,0,0.3488
0.9,3,dynamic,0.01,300,Yes,13,586.1692,662.3620493,0.8163013,2.6713,0,0.126941938,,,0.2641,0,0.2641
0.9,5,cohort,0.01,300,Yes,8,678.0088,694.6666667,0,3.979,1,,0.000452375,0.0018,,0.0018,0
0.65,3,all,0.03,300,Yes,8,492.9064,490.6666667,0,2.9812,1,,0.000201261,0.0006,,0.0006,0
0.9,3,all,0.03,300,Yes,8,493.2644,448.8,0,2.9833,1,,0.0001676,0.0005,,0.0005,0
1,3,all,0.03,300,Yes,8,500.2116,604.3333333,0,2.9845,1,,0.000435584,0.0012,,0.0012,0
1,3,all,0.01,300,Yes,6,677.2632,606.0406462,0.822722632,2.7539,0,0.329786848,,,0.5763,0,0.5763
1,5,cohort,0.01,300,Yes,8,690.2944,768.6666667,0,3.9868,1,,0.000601987,0.0024,,0.0024,0
1,7,cohort,0.03,200,Yes,3,983.13,844.6281563,0.5,6.8249,1,,0.048806576,0.2891,,0.2891,0
0.65,7,cohort,0.03,200,Yes,6,786.17,855.7242402,0.75,6.7227,0,0.02125634,,,0.1349,0,0.1349
0.9,7,cohort,0.03,200,Yes,3,919.53,872.9142225,0.5,6.7939,1,,0.029202667,0.1807,,0.1807,0
1,7,cohort,0.03,200,Yes,6,1062.78,916.9350649,0.75,6.8553,0,0.096042478,,,0.5005,0,0.5005
0.65,5,all,0.01,300,Yes,3,731.1148,978.9097104,0.5,4.025,1,,0.017217391,0.059,,0.059,0
0.9,7,all,0.01,300,Yes,13,1369.7672,1302.834558,0.862840382,5.8875,0,0.231762208,,,0.573,0,0.573
0.9,5,all,0.01,300,Yes,3,882.8436,926.207528,0.5,4.1901,1,,0.068518651,0.1971,,0.1971,0
0.9,5,all,0.03,300,Yes,8,824.0736,781.6,0,4.9672,1,,0.000201321,0.001,,0.001,0
0.65,5,all,0.03,300,Yes,8,823.8868,783,0,4.9619,1,,0.000322457,0.0016,,0.0016,0
1,5,all,0.01,300,Yes,3,925.4772,856.17737,0.5,4.2879,1,,0.094405187,0.2625,,0.2625,0
1,7,all,0.01,300,Yes,13,1476.8628,1193.772516,0.867627349,6.0411,0,0.296634719,,,0.6679,0,0.6679
